snp,single
SNP4297,1004297
SNP4298,1004298
SNP4299,1004299
SNP4300,1004300
SNP4301,1004301
SNP4302,1004302
SNP4303,1004303
SNP4304,1004304
SNP4305,1004305
SNP4306,1004306
SNP4307,1004307
SNP4308,1004308
SNP4309,1004309
SNP4310,1004310
SNP4311,1004311
SNP4312,1004312
SNP4313,1004313
SNP4314,1004314
SNP4315,1004315
SNP4316,1004316
SNP4317,1004317
SNP4318,1004318
SNP4319,1004319
SNP4320,1004320
SNP4321,1004321
SNP4322,1004322
SNP4323,1004323
SNP4324,1004324
SNP4325,1004325
SNP4326,1004326
SNP4327,1004327
SNP4328,1004328
SNP4329,1004329
SNP4330,1004330
SNP4331,1004331
SNP4332,1004332
SNP4333,1004333
SNP4334,1004334
SNP4335,1004335
SNP4336,1004336
SNP4337,1004337
SNP4338,1004338
SNP4339,1004339
SNP4340,1004340
SNP4341,1004341
SNP4342,1004342
SNP4343,1004343
SNP4344,1004344
SNP4345,1004345
SNP4346,1004346
SNP4347,1004347
SNP4348,1004348
SNP4349,1004349
SNP4350,1004350
SNP4351,1004351
SNP4352,1004352
SNP4353,1004353
SNP4354,1004354
SNP4355,1004355
SNP4356,1004356
SNP4357,1004357
SNP4358,1004358
SNP4359,1004359
SNP4360,1004360
SNP4361,1004361
SNP4362,1004362
SNP4363,1004363
SNP4364,1004364
SNP4365,1004365
SNP4366,1004366
SNP4367,1004367
SNP4368,1004368
SNP4369,1004369
SNP4370,1004370
SNP4371,1004371
SNP4372,1004372
SNP4373,1004373
SNP4374,1004374
SNP4375,1004375
SNP4376,1004376
SNP4377,1004377
SNP4378,1004378
SNP4379,1004379
SNP4380,1004380
SNP4381,1004381
SNP4382,1004382
SNP4383,1004383
SNP4384,1004384
SNP4385,1004385
SNP4386,1004386
SNP4387,1004387
SNP4388,1004388
SNP4389,1004389
SNP4390,1004390
SNP4391,1004391
SNP4392,1004392
SNP4393,1004393
SNP4394,1004394
SNP4395,1004395
SNP4396,1004396
SNP4397,1004397
SNP4398,1004398
SNP4399,1004399
SNP4400,1004400
SNP4401,1004401
SNP4402,1004402
SNP4403,1004403
SNP4404,1004404
SNP4405,1004405
SNP4406,1004406
SNP4407,1004407
SNP4408,1004408
SNP4409,1004409
SNP4410,1004410
SNP4411,1004411
SNP4412,1004412
SNP4413,1004413
SNP4414,1004414
SNP4415,1004415
SNP4416,1004416
SNP4417,1004417
SNP4418,1004418
SNP4419,1004419
SNP4420,1004420
SNP4421,1004421
SNP4422,1004422
SNP4423,1004423
SNP4424,1004424
SNP4425,1004425
SNP4426,1004426
SNP4427,1004427
SNP4428,1004428
SNP4429,1004429
SNP4430,1004430
SNP4431,1004431
SNP4432,1004432
SNP4433,1004433
SNP4434,1004434
SNP4435,1004435
SNP4436,1004436
SNP4437,1004437
SNP4438,1004438
SNP4439,1004439
SNP4440,1004440
SNP4441,1004441
SNP4442,1004442
SNP4443,1004443
SNP4444,1004444
SNP4445,1004445
SNP4446,1004446
SNP4447,1004447
SNP4448,1004448
SNP4449,1004449
SNP4450,1004450
SNP4451,1004451
SNP4452,1004452
SNP4453,1004453
SNP4454,1004454
SNP4455,1004455
SNP4456,1004456
SNP4457,1004457
SNP4458,1004458
SNP4459,1004459
SNP4460,1004460
SNP4461,1004461
SNP4462,1004462
SNP4463,1004463
SNP4464,1004464
SNP4465,1004465
SNP4466,1004466
SNP4467,1004467
SNP4468,1004468
SNP4469,1004469
SNP4470,1004470
SNP4471,1004471
SNP4472,1004472
SNP4473,1004473
SNP4474,1004474
SNP4475,1004475
SNP4476,1004476
SNP4477,1004477
SNP4478,1004478
SNP4479,1004479
SNP4480,1004480
SNP4481,1004481
SNP4482,1004482
SNP4483,1004483
SNP4484,1004484
SNP4485,1004485
SNP4486,1004486
SNP4487,1004487
SNP4488,1004488
SNP4489,1004489
SNP4490,1004490
SNP4491,1004491
SNP4492,1004492
SNP4493,1004493
SNP4494,1004494
SNP4495,1004495
SNP4496,1004496
SNP4497,1004497
SNP4498,1004498
SNP4499,1004499
SNP4500,1004500
SNP4501,1004501
SNP4502,1004502
SNP4503,1004503
SNP4504,1004504
SNP4505,1004505
SNP4506,1004506
SNP4507,1004507
SNP4508,1004508
SNP4509,1004509
SNP4510,1004510
SNP4511,1004511
SNP4512,1004512
SNP4513,1004513
SNP4514,1004514
SNP4515,1004515
SNP4516,1004516
SNP4517,1004517
SNP4518,1004518
SNP4519,1004519
SNP4520,1004520
SNP4521,1004521
SNP4522,1004522
SNP4523,1004523
SNP4524,1004524
SNP4525,1004525
SNP4526,1004526
SNP4527,1004527
SNP4528,1004528
SNP4529,1004529
SNP4530,1004530
SNP4531,1004531
SNP4532,1004532
SNP4533,1004533
SNP4534,1004534
SNP4535,1004535
SNP4536,1004536
SNP4537,1004537
SNP4538,1004538
SNP4539,1004539
SNP4540,1004540
SNP4541,1004541
SNP4542,1004542
SNP4543,1004543
SNP4544,1004544
SNP4545,1004545
SNP4546,1004546
SNP4547,1004547
SNP4548,1004548
SNP4549,1004549
SNP4550,1004550
SNP4551,1004551
SNP4552,1004552
SNP4553,1004553
SNP4554,1004554
SNP4555,1004555
SNP4556,1004556
SNP4557,1004557
SNP4558,1004558
SNP4559,1004559
SNP4560,1004560
SNP4561,1004561
SNP4562,1004562
SNP4563,1004563
SNP4564,1004564
SNP4565,1004565
SNP4566,1004566
SNP4567,1004567
SNP4568,1004568
SNP4569,1004569
SNP4570,1004570
SNP4571,1004571
SNP4572,1004572
SNP4573,1004573
SNP4574,1004574
SNP4575,1004575
SNP4576,1004576
SNP4577,1004577
SNP4578,1004578
SNP4579,1004579
SNP4580,1004580
SNP4581,1004581
SNP4582,1004582
SNP4583,1004583
SNP4584,1004584
SNP4585,1004585
SNP4586,1004586
SNP4587,1004587
SNP4588,1004588
SNP4589,1004589
SNP4590,1004590
SNP4591,1004591
SNP4592,1004592
SNP4593,1004593
SNP4594,1004594
SNP4595,1004595
SNP4596,1004596
SNP4597,1004597
SNP4598,1004598
SNP4599,1004599
SNP4600,1004600
SNP4601,1004601
SNP4602,1004602
SNP4603,1004603
SNP4604,1004604
SNP4605,1004605
SNP4606,1004606
SNP4607,1004607
SNP4608,1004608
SNP4609,1004609
SNP4610,1004610
SNP4611,1004611
SNP4612,1004612
SNP4613,1004613
SNP4614,1004614
SNP4615,1004615
SNP4616,1004616
SNP4617,1004617
SNP4618,1004618
SNP4619,1004619
SNP4620,1004620
SNP4621,1004621
SNP4622,1004622
SNP4623,1004623
SNP4624,1004624
SNP4625,1004625
SNP4626,1004626
SNP4627,1004627
SNP4628,1004628
SNP4629,1004629
SNP4630,1004630
SNP4631,1004631
SNP4632,1004632
SNP4633,1004633
SNP4634,1004634
SNP4635,1004635
SNP4636,1004636
SNP4637,1004637
SNP4638,1004638
SNP4639,1004639
SNP4640,1004640
SNP4641,1004641
SNP4642,1004642
SNP4643,1004643
SNP4644,1004644
SNP4645,1004645
SNP4646,1004646
SNP4647,1004647
SNP4648,1004648
SNP4649,1004649
SNP4650,1004650
SNP4651,1004651
SNP4652,1004652
SNP4653,1004653
SNP4654,1004654
SNP4655,1004655
SNP4656,1004656
SNP4657,1004657
SNP4658,1004658
SNP4659,1004659
SNP4660,1004660
SNP4661,1004661
SNP4662,1004662
SNP4663,1004663
SNP4664,1004664
SNP4665,1004665
SNP4666,1004666
SNP4667,1004667
SNP4668,1004668
SNP4669,1004669
SNP4670,1004670
SNP4671,1004671
SNP4672,1004672
SNP4673,1004673
SNP4674,1004674
SNP4675,1004675
SNP4676,1004676
SNP4677,1004677
SNP4678,1004678
SNP4679,1004679
SNP4680,1004680
SNP4681,1004681
SNP4682,1004682
SNP4683,1004683
SNP4684,1004684
SNP4685,1004685
SNP4686,1004686
SNP4687,1004687
SNP4688,1004688
SNP4689,1004689
SNP4690,1004690
SNP4691,1004691
SNP4692,1004692
SNP4693,1004693
SNP4694,1004694
SNP4695,1004695
SNP4696,1004696
SNP4697,1004697
SNP4698,1004698
SNP4699,1004699
SNP4700,1004700
SNP4701,1004701
SNP4702,1004702
SNP4703,1004703
SNP4704,1004704
SNP4705,1004705
SNP4706,1004706
SNP4707,1004707
SNP4708,1004708
SNP4709,1004709
SNP4710,1004710
SNP4711,1004711
SNP4712,1004712
SNP4713,1004713
SNP4714,1004714
SNP4715,1004715
SNP4716,1004716
SNP4717,1004717
SNP4718,1004718
SNP4719,1004719
SNP4720,1004720
SNP4721,1004721
SNP4722,1004722
SNP4723,1004723
SNP4724,1004724
SNP4725,1004725
SNP4726,1004726
SNP4727,1004727
SNP4728,1004728
SNP4729,1004729
SNP4730,1004730
SNP4731,1004731
SNP4732,1004732
SNP4733,1004733
SNP4734,1004734
SNP4735,1004735
SNP4736,1004736
SNP4737,1004737
SNP4738,1004738
SNP4739,1004739
SNP4740,1004740
SNP4741,1004741
SNP4742,1004742
SNP4743,1004743
SNP4744,1004744
SNP4745,1004745
SNP4746,1004746
SNP4747,1004747
SNP4748,1004748
SNP4749,1004749
SNP4750,1004750
SNP4751,1004751
SNP4752,1004752
SNP4753,1004753
SNP4754,1004754
SNP4755,1004755
SNP4756,1004756
SNP4757,1004757
SNP4758,1004758
SNP4759,1004759
SNP4760,1004760
SNP4761,1004761
SNP4762,1004762
SNP4763,1004763
SNP4764,1004764
SNP4765,1004765
SNP4766,1004766
SNP4767,1004767
SNP4768,1004768
SNP4769,1004769
SNP4770,1004770
SNP4771,1004771
SNP4772,1004772
SNP4773,1004773
SNP4774,1004774
SNP4775,1004775
SNP4776,1004776
SNP4777,1004777
SNP4778,1004778
SNP4779,1004779
SNP4780,1004780
SNP4781,1004781
SNP4782,1004782
SNP4783,1004783
SNP4784,1004784
SNP4785,1004785
SNP4786,1004786
SNP4787,1004787
SNP4788,1004788
SNP4789,1004789
SNP4790,1004790
SNP4791,1004791
SNP4792,1004792
SNP4793,1004793
SNP4794,1004794
SNP4795,1004795
SNP4796,1004796
SNP4797,1004797
SNP4798,1004798
SNP4799,1004799
SNP4800,1004800
SNP4801,1004801
SNP4802,1004802
SNP4803,1004803
SNP4804,1004804
SNP4805,1004805
SNP4806,1004806
SNP4807,1004807
SNP4808,1004808
SNP4809,1004809
SNP4810,1004810
SNP4811,1004811
SNP4812,1004812
SNP4813,1004813
SNP4814,1004814
SNP4815,1004815
SNP4816,1004816
SNP4817,1004817
SNP4818,1004818
SNP4819,1004819
SNP4820,1004820
SNP4821,1004821
SNP4822,1004822
SNP4823,1004823
SNP4824,1004824
SNP4825,1004825
SNP4826,1004826
SNP4827,1004827
SNP4828,1004828
SNP4829,1004829
SNP4830,1004830
SNP4831,1004831
SNP4832,1004832
SNP4833,1004833
SNP4834,1004834
SNP4835,1004835
SNP4836,1004836
SNP4837,1004837
SNP4838,1004838
SNP4839,1004839
SNP4840,1004840
SNP4841,1004841
SNP4842,1004842
SNP4843,1004843
SNP4844,1004844
SNP4845,1004845
SNP4846,1004846
SNP4847,1004847
SNP4848,1004848
SNP4849,1004849
SNP4850,1004850
SNP4851,1004851
SNP4852,1004852
SNP4853,1004853
SNP4854,1004854
SNP4855,1004855
SNP4856,1004856
SNP4857,1004857
SNP4858,1004858
SNP4859,1004859
SNP4860,1004860
SNP4861,1004861
SNP4862,1004862
SNP4863,1004863
SNP4864,1004864
SNP4865,1004865
SNP4866,1004866
SNP4867,1004867
SNP4868,1004868
SNP4869,1004869
SNP4870,1004870
SNP4871,1004871
SNP4872,1004872
SNP4873,1004873
SNP4874,1004874
SNP4875,1004875
SNP4876,1004876
SNP4877,1004877
SNP4878,1004878
SNP4879,1004879
SNP4880,1004880
SNP4881,1004881
SNP4882,1004882
SNP4883,1004883
SNP4884,1004884
SNP4885,1004885
SNP4886,1004886
SNP4887,1004887
SNP4888,1004888
SNP4889,1004889
SNP4890,1004890
SNP4891,1004891
SNP4892,1004892
SNP4893,1004893
SNP4894,1004894
SNP4895,1004895
SNP4896,1004896
SNP4897,1004897
SNP4898,1004898
SNP4899,1004899
SNP4900,1004900
SNP4901,1004901
SNP4902,1004902
SNP4903,1004903
SNP4904,1004904
SNP4905,1004905
SNP4906,1004906
SNP4907,1004907
SNP4908,1004908
SNP4909,1004909
SNP4910,1004910
SNP4911,1004911
SNP4912,1004912
SNP4913,1004913
SNP4914,1004914
SNP4915,1004915
SNP4916,1004916
SNP4917,1004917
SNP4918,1004918
SNP4919,1004919
SNP4920,1004920
SNP4921,1004921
SNP4922,1004922
SNP4923,1004923
SNP4924,1004924
SNP4925,1004925
SNP4926,1004926
SNP4927,1004927
SNP4928,1004928
SNP4929,1004929
SNP4930,1004930
SNP4931,1004931
SNP4932,1004932
SNP4933,1004933
SNP4934,1004934
SNP4935,1004935
SNP4936,1004936
SNP4937,1004937
SNP4938,1004938
SNP4939,1004939
SNP4940,1004940
SNP4941,1004941
SNP4942,1004942
SNP4943,1004943
SNP4944,1004944
SNP4945,1004945
SNP4946,1004946
SNP4947,1004947
SNP4948,1004948
SNP4949,1004949
SNP4950,1004950
SNP4951,1004951
SNP4952,1004952
SNP4953,1004953
SNP4954,1004954
SNP4955,1004955
SNP4956,1004956
SNP4957,1004957
SNP4958,1004958
SNP4959,1004959
SNP4960,1004960
SNP4961,1004961
SNP4962,1004962
SNP4963,1004963
SNP4964,1004964
SNP4965,1004965
SNP4966,1004966
SNP4967,1004967
SNP4968,1004968
SNP4969,1004969
SNP4970,1004970
SNP4971,1004971
SNP4972,1004972
SNP4973,1004973
SNP4974,1004974
SNP4975,1004975
SNP4976,1004976
SNP4977,1004977
SNP4978,1004978
SNP4979,1004979
SNP4980,1004980
SNP4981,1004981
SNP4982,1004982
SNP4983,1004983
SNP4984,1004984
SNP4985,1004985
SNP4986,1004986
SNP4987,1004987
SNP4988,1004988
SNP4989,1004989
SNP4990,1004990
SNP4991,1004991
SNP4992,1004992
SNP4993,1004993
SNP4994,1004994
SNP4995,1004995
SNP4996,1004996
SNP4997,1004997
SNP4998,1004998
SNP4999,1004999
SNP5000,1005000
SNP5001,1005001
SNP5002,1005002
SNP5003,1005003
SNP5004,1005004
SNP5005,1005005
SNP5006,1005006
SNP5007,1005007
SNP5008,1005008
SNP5009,1005009
SNP5010,1005010
SNP5011,1005011
SNP5012,1005012
SNP5013,1005013
SNP5014,1005014
SNP5015,1005015
SNP5016,1005016
SNP5017,1005017
SNP5018,1005018
SNP5019,1005019
SNP5020,1005020
SNP5021,1005021
SNP5022,1005022
SNP5023,1005023
SNP5024,1005024
SNP5025,1005025
SNP5026,1005026
SNP5027,1005027
SNP5028,1005028
SNP5029,1005029
SNP5030,1005030
SNP5031,1005031
SNP5032,1005032
SNP5033,1005033
SNP5034,1005034
SNP5035,1005035
SNP5036,1005036
SNP5037,1005037
SNP5038,1005038
SNP5039,1005039
SNP5040,1005040
SNP5041,1005041
SNP5042,1005042
SNP5043,1005043
SNP5044,1005044
SNP5045,1005045
SNP5046,1005046
SNP5047,1005047
SNP5048,1005048
SNP5049,1005049
SNP5050,1005050
SNP5051,1005051
SNP5052,1005052
SNP5053,1005053
SNP5054,1005054
SNP5055,1005055
SNP5056,1005056
SNP5057,1005057
SNP5058,1005058
SNP5059,1005059
SNP5060,1005060
SNP5061,1005061
SNP5062,1005062
SNP5063,1005063
SNP5064,1005064
SNP5065,1005065
SNP5066,1005066
SNP5067,1005067
SNP5068,1005068
SNP5069,1005069
SNP5070,1005070
SNP5071,1005071
SNP5072,1005072
SNP5073,1005073
SNP5074,1005074
SNP5075,1005075
SNP5076,1005076
SNP5077,1005077
SNP5078,1005078
SNP5079,1005079
SNP5080,1005080
SNP5081,1005081
SNP5082,1005082
SNP5083,1005083
SNP5084,1005084
SNP5085,1005085
SNP5086,1005086
SNP5087,1005087
SNP5088,1005088
SNP5089,1005089
SNP5090,1005090
SNP5091,1005091
SNP5092,1005092
SNP5093,1005093
SNP5094,1005094
SNP5095,1005095
SNP5096,1005096
SNP5097,1005097
SNP5098,1005098
SNP5099,1005099
SNP5100,1005100
SNP5101,1005101
SNP5102,1005102
SNP5103,1005103
SNP5104,1005104
SNP5105,1005105
SNP5106,1005106
SNP5107,1005107
SNP5108,1005108
SNP5109,1005109
SNP5110,1005110
SNP5111,1005111
SNP5112,1005112
SNP5113,1005113
SNP5114,1005114
SNP5115,1005115
SNP5116,1005116
SNP5117,1005117
SNP5118,1005118
SNP5119,1005119
SNP5120,1005120
SNP5121,1005121
SNP5122,1005122
SNP5123,1005123
SNP5124,1005124
SNP5125,1005125
SNP5126,1005126
SNP5127,1005127
SNP5128,1005128
SNP5129,1005129
SNP5130,1005130
SNP5131,1005131
SNP5132,1005132
SNP5133,1005133
SNP5134,1005134
SNP5135,1005135
SNP5136,1005136
SNP5137,1005137
SNP5138,1005138
SNP5139,1005139
SNP5140,1005140
SNP5141,1005141
SNP5142,1005142
SNP5143,1005143
SNP5144,1005144
SNP5145,1005145
SNP5146,1005146
SNP5147,1005147
SNP5148,1005148
SNP5149,1005149
SNP5150,1005150
SNP5151,1005151
SNP5152,1005152
SNP5153,1005153
SNP5154,1005154
SNP5155,1005155
SNP5156,1005156
SNP5157,1005157
SNP5158,1005158
SNP5159,1005159
SNP5160,1005160
SNP5161,1005161
SNP5162,1005162
SNP5163,1005163
SNP5164,1005164
SNP5165,1005165
SNP5166,1005166
SNP5167,1005167
SNP5168,1005168
SNP5169,1005169
SNP5170,1005170
SNP5171,1005171
SNP5172,1005172
SNP5173,1005173
SNP5174,1005174
SNP5175,1005175
SNP5176,1005176
SNP5177,1005177
SNP5178,1005178
SNP5179,1005179
SNP5180,1005180
SNP5181,1005181
SNP5182,1005182
SNP5183,1005183
SNP5184,1005184
SNP5185,1005185
SNP5186,1005186
SNP5187,1005187
SNP5188,1005188
SNP5189,1005189
SNP5190,1005190
SNP5191,1005191
SNP5192,1005192
SNP5193,1005193
SNP5194,1005194
SNP5195,1005195
SNP5196,1005196
SNP5197,1005197
SNP5198,1005198
SNP5199,1005199
SNP5200,1005200
SNP5201,1005201
SNP5202,1005202
SNP5203,1005203
SNP5204,1005204
SNP5205,1005205
SNP5206,1005206
SNP5207,1005207
SNP5208,1005208
SNP5209,1005209
SNP5210,1005210
SNP5211,1005211
SNP5212,1005212
SNP5213,1005213
SNP5214,1005214
SNP5215,1005215
SNP5216,1005216
SNP5217,1005217
SNP5218,1005218
SNP5219,1005219
SNP5220,1005220
SNP5221,1005221
SNP5222,1005222
SNP5223,1005223
SNP5224,1005224
SNP5225,1005225
SNP5226,1005226
SNP5227,1005227
SNP5228,1005228
SNP5229,1005229
SNP5230,1005230
SNP5231,1005231
SNP5232,1005232
SNP5233,1005233
SNP5234,1005234
SNP5235,1005235
SNP5236,1005236
SNP5237,1005237
SNP5238,1005238
SNP5239,1005239
SNP5240,1005240
SNP5241,1005241
SNP5242,1005242
SNP5243,1005243
SNP5244,1005244
SNP5245,1005245
SNP5246,1005246
SNP5247,1005247
SNP5248,1005248
SNP5249,1005249
SNP5250,1005250
SNP5251,1005251
SNP5252,1005252
SNP5253,1005253
SNP5254,1005254
SNP5255,1005255
SNP5256,1005256
SNP5257,1005257
SNP5258,1005258
SNP5259,1005259
SNP5260,1005260
SNP5261,1005261
SNP5262,1005262
SNP5263,1005263
SNP5264,1005264
SNP5265,1005265
SNP5266,1005266
SNP5267,1005267
SNP5268,1005268
SNP5269,1005269
SNP5270,1005270
SNP5271,1005271
SNP5272,1005272
SNP5273,1005273
SNP5274,1005274
SNP5275,1005275
SNP5276,1005276
SNP5277,1005277
SNP5278,1005278
SNP5279,1005279
SNP5280,1005280
SNP5281,1005281
SNP5282,1005282
SNP5283,1005283
SNP5284,1005284
SNP5285,1005285
SNP5286,1005286
SNP5287,1005287
SNP5288,1005288
SNP5289,1005289
SNP5290,1005290
SNP5291,1005291
SNP5292,1005292
SNP5293,1005293
SNP5294,1005294
SNP5295,1005295
SNP5296,1005296
SNP5297,1005297
SNP5298,1005298
SNP5299,1005299
SNP5300,1005300
SNP5301,1005301
SNP5302,1005302
SNP5303,1005303
SNP5304,1005304
SNP5305,1005305
SNP5306,1005306
SNP5307,1005307
SNP5308,1005308
SNP5309,1005309
SNP5310,1005310
SNP5311,1005311
SNP5312,1005312
SNP5313,1005313
SNP5314,1005314
SNP5315,1005315
SNP5316,1005316
SNP5317,1005317
SNP5318,1005318
SNP5319,1005319
SNP5320,1005320
SNP5321,1005321
SNP5322,1005322
SNP5323,1005323
SNP5324,1005324
SNP5325,1005325
SNP5326,1005326
SNP5327,1005327
SNP5328,1005328
SNP5329,1005329
SNP5330,1005330
SNP5331,1005331
SNP5332,1005332
SNP5333,1005333
SNP5334,1005334
SNP5335,1005335
SNP5336,1005336
SNP5337,1005337
SNP5338,1005338
SNP5339,1005339
SNP5340,1005340
SNP5341,1005341
SNP5342,1005342
SNP5343,1005343
SNP5344,1005344
SNP5345,1005345
SNP5346,1005346
SNP5347,1005347
SNP5348,1005348
SNP5349,1005349
SNP5350,1005350
SNP5351,1005351
SNP5352,1005352
SNP5353,1005353
SNP5354,1005354
SNP5355,1005355
SNP5356,1005356
SNP5357,1005357
SNP5358,1005358
SNP5359,1005359
SNP5360,1005360
SNP5361,1005361
SNP5362,1005362
SNP5363,1005363
SNP5364,1005364
SNP5365,1005365
SNP5366,1005366
SNP5367,1005367
SNP5368,1005368
SNP5369,1005369
SNP5370,1005370
SNP5371,1005371
SNP5372,1005372
SNP5373,1005373
SNP5374,1005374
SNP5375,1005375
SNP5376,1005376
SNP5377,1005377
SNP5378,1005378
SNP5379,1005379
SNP5380,1005380
SNP5381,1005381
SNP5382,1005382
SNP5383,1005383
SNP5384,1005384
SNP5385,1005385
SNP5386,1005386
SNP5387,1005387
SNP5388,1005388
SNP5389,1005389
SNP5390,1005390
SNP5391,1005391
SNP5392,1005392
SNP5393,1005393
SNP5394,1005394
SNP5395,1005395
SNP5396,1005396
SNP5397,1005397
SNP5398,1005398
SNP5399,1005399
SNP5400,1005400
SNP5401,1005401
SNP5402,1005402
SNP5403,1005403
SNP5404,1005404
SNP5405,1005405
SNP5406,1005406
SNP5407,1005407
SNP5408,1005408
SNP5409,1005409
SNP5410,1005410
SNP5411,1005411
SNP5412,1005412
SNP5413,1005413
SNP5414,1005414
SNP5415,1005415
SNP5416,1005416
SNP5417,1005417
SNP5418,1005418
SNP5419,1005419
SNP5420,1005420
SNP5421,1005421
SNP5422,1005422
SNP5423,1005423
SNP5424,1005424
SNP5425,1005425
SNP5426,1005426
SNP5427,1005427
SNP5428,1005428
SNP5429,1005429
SNP5430,1005430
SNP5431,1005431
SNP5432,1005432
SNP5433,1005433
SNP5434,1005434
SNP5435,1005435
SNP5436,1005436
SNP5437,1005437
SNP5438,1005438
SNP5439,1005439
SNP5440,1005440
SNP5441,1005441
SNP5442,1005442
SNP5443,1005443
SNP5444,1005444
SNP5445,1005445
SNP5446,1005446
SNP5447,1005447
SNP5448,1005448
SNP5449,1005449
SNP5450,1005450
SNP5451,1005451
SNP5452,1005452
SNP5453,1005453
SNP5454,1005454
SNP5455,1005455
SNP5456,1005456
SNP5457,1005457
SNP5458,1005458
SNP5459,1005459
SNP5460,1005460
SNP5461,1005461
SNP5462,1005462
SNP5463,1005463
SNP5464,1005464
SNP5465,1005465
SNP5466,1005466
SNP5467,1005467
SNP5468,1005468
SNP5469,1005469
SNP5470,1005470
SNP5471,1005471
SNP5472,1005472
SNP5473,1005473
SNP5474,1005474
SNP5475,1005475
SNP5476,1005476
SNP5477,1005477
SNP5478,1005478
SNP5479,1005479
SNP5480,1005480
SNP5481,1005481
SNP5482,1005482
SNP5483,1005483
SNP5484,1005484
SNP5485,1005485
SNP5486,1005486
SNP5487,1005487
SNP5488,1005488
SNP5489,1005489
SNP5490,1005490
SNP5491,1005491
SNP5492,1005492
SNP5493,1005493
SNP5494,1005494
SNP5495,1005495
SNP5496,1005496
SNP5497,1005497
SNP5498,1005498
SNP5499,1005499
SNP5500,1005500
SNP5501,1005501
SNP5502,1005502
SNP5503,1005503
SNP5504,1005504
SNP5505,1005505
SNP5506,1005506
SNP5507,1005507
SNP5508,1005508
SNP5509,1005509
SNP5510,1005510
SNP5511,1005511
SNP5512,1005512
SNP5513,1005513
SNP5514,1005514
SNP5515,1005515
SNP5516,1005516
SNP5517,1005517
SNP5518,1005518
SNP5519,1005519
SNP5520,1005520
SNP5521,1005521
SNP5522,1005522
SNP5523,1005523
SNP5524,1005524
SNP5525,1005525
SNP5526,1005526
SNP5527,1005527
SNP5528,1005528
SNP5529,1005529
SNP5530,1005530
SNP5531,1005531
SNP5532,1005532
SNP5533,1005533
SNP5534,1005534
SNP5535,1005535
SNP5536,1005536
SNP5537,1005537
SNP5538,1005538
SNP5539,1005539
SNP5540,1005540
SNP5541,1005541
SNP5542,1005542
SNP5543,1005543
SNP5544,1005544
SNP5545,1005545
SNP5546,1005546
SNP5547,1005547
SNP5548,1005548
SNP5549,1005549
SNP5550,1005550
SNP5551,1005551
SNP5552,1005552
SNP5553,1005553
SNP5554,1005554
SNP5555,1005555
SNP5556,1005556
SNP5557,1005557
SNP5558,1005558
SNP5559,1005559
SNP5560,1005560
SNP5561,1005561
SNP5562,1005562
SNP5563,1005563
SNP5564,1005564
SNP5565,1005565
SNP5566,1005566
SNP5567,1005567
SNP5568,1005568
SNP5569,1005569
SNP5570,1005570
SNP5571,1005571
SNP5572,1005572
SNP5573,1005573
SNP5574,1005574
SNP5575,1005575
SNP5576,1005576
SNP5577,1005577
SNP5578,1005578
SNP5579,1005579
SNP5580,1005580
SNP5581,1005581
SNP5582,1005582
SNP5583,1005583
SNP5584,1005584
SNP5585,1005585
SNP5586,1005586
SNP5587,1005587
SNP5588,1005588
SNP5589,1005589
SNP5590,1005590
SNP5591,1005591
SNP5592,1005592
SNP5593,1005593
SNP5594,1005594
SNP5595,1005595
SNP5596,1005596
SNP5597,1005597
SNP5598,1005598
SNP5599,1005599
SNP5600,1005600
SNP5601,1005601
SNP5602,1005602
SNP5603,1005603
SNP5604,1005604
SNP5605,1005605
SNP5606,1005606
SNP5607,1005607
SNP5608,1005608
SNP5609,1005609
SNP5610,1005610
SNP5611,1005611
SNP5612,1005612
SNP5613,1005613
SNP5614,1005614
SNP5615,1005615
SNP5616,1005616
SNP5617,1005617
SNP5618,1005618
SNP5619,1005619
SNP5620,1005620
SNP5621,1005621
SNP5622,1005622
SNP5623,1005623
SNP5624,1005624
SNP5625,1005625
SNP5626,1005626
SNP5627,1005627
SNP5628,1005628
SNP5629,1005629
SNP5630,1005630
SNP5631,1005631
SNP5632,1005632
SNP5633,1005633
SNP5634,1005634
SNP5635,1005635
SNP5636,1005636
SNP5637,1005637
SNP5638,1005638
SNP5639,1005639
SNP5640,1005640
SNP5641,1005641
SNP5642,1005642
SNP5643,1005643
SNP5644,1005644
SNP5645,1005645
SNP5646,1005646
SNP5647,1005647
SNP5648,1005648
SNP5649,1005649
SNP5650,1005650
SNP5651,1005651
SNP5652,1005652
SNP5653,1005653
SNP5654,1005654
SNP5655,1005655
SNP5656,1005656
SNP5657,1005657
SNP5658,1005658
SNP5659,1005659
SNP5660,1005660
SNP5661,1005661
SNP5662,1005662
SNP5663,1005663
SNP5664,1005664
SNP5665,1005665
SNP5666,1005666
SNP5667,1005667
SNP5668,1005668
SNP5669,1005669
SNP5670,1005670
SNP5671,1005671
SNP5672,1005672
SNP5673,1005673
SNP5674,1005674
SNP5675,1005675
SNP5676,1005676
SNP5677,1005677
SNP5678,1005678
SNP5679,1005679
SNP5680,1005680
SNP5681,1005681
SNP5682,1005682
SNP5683,1005683
SNP5684,1005684
SNP5685,1005685
SNP5686,1005686
SNP5687,1005687
SNP5688,1005688
SNP5689,1005689
SNP5690,1005690
SNP5691,1005691
SNP5692,1005692
SNP5693,1005693
SNP5694,1005694
SNP5695,1005695
